REF_DATE,GEO,Type of crop,Average farm price (dollars per tonne),Average yield (kilograms per hectare),Production (metric tonnes),Seeded area (acres),Seeded area (hectares),Total farm value (dollars),value_per_hectare,value_per_tonne
1944,AB,Sugar beets,1.2,4326.875,306400.0,28800.0,11700.0,3688,0.3152136752136752,0.012036553524804178
1944,AB,Tame hay,1.06,3590.0,1256000.0,867000.0,350000.0,13341,0.038117142857142856,0.010621815286624203
1944,AB,"Wheat, all",45.0,1045.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1944,BC,Barley,37.0,1850.0,17200.0,23000.0,9300.0,631,0.0678494623655914,0.03668604651162791
1944,BC,Corn for silage,0.7,4326.875,46000.0,4700.0,1900.0,321,0.16894736842105262,0.006978260869565218
1944,BC,Flaxseed,102.0,815.0,650.0,2000.0,800.0,66,0.0825,0.10153846153846154
1944,BC,Mixed grains,30.0,2000.0,2100.0,2600.0,1050.0,64,0.06095238095238095,0.030476190476190476
1944,BC,Oats,33.0,1845.0,65200.0,87200.0,35300.0,2157,0.061104815864022666,0.03308282208588957
1944,BC,"Peas, dry",77.0,1445.0,5050.0,8600.0,3500.0,391,0.11171428571428571,0.07742574257425743
1944,BC,"Rye, all",36.0,1250.0,500.0,900.0,400.0,18,0.045,0.036
1944,BC,Tame hay,1.98,4326.875,581000.0,309000.0,125000.0,11524,0.092192,0.019834767641996556
1944,BC,"Wheat, all",44.0,1750.0,68900.0,97300.0,39400.0,3011,0.07642131979695431,0.04370101596516691
1944,CA,Barley,35.0,1440.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1944,CA,"Beans, all dry (white and coloured)",93.0,945.0,32900.0,85900.0,34800.0,3067,0.08813218390804597,0.09322188449848025
1944,CA,Buckwheat,38.0,1180.0,102750.0,215500.0,87100.0,3920,0.045005740528128585,0.038150851581508514
1944,CA,Canola (rapeseed),0.0,650.0,2800.0,10800.0,4300.0,0,0.0,0.0
1944,CA,Corn for grain,39.0,2710.0,303800.0,276000.0,112100.0,11830,0.10553077609277431,0.03894009216589862
1944,CA,Corn for silage,0.43,4326.875,1357550.0,398900.0,161600.0,14755,0.09130569306930693,0.010868844609774962
1944,CA,Flaxseed,99.0,460.0,225700.0,1216600.0,492350.0,22378,0.045451406519752206,0.0991493132476739
1944,CA,Mixed grains,29.0,1935.0,999150.0,1274400.0,515700.0,29015,0.05626333139422145,0.029039683731171495
1944,CA,Oats,35.0,1345.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1944,CA,"Peas, dry",91.0,1020.0,26950.0,65300.0,26400.0,2454,0.09295454545454546,0.09105751391465677
1944,CA,"Rye, all",38.0,820.0,215900.0,649200.0,262900.0,8127,0.030912894636744008,0.03764242704955998
1944,CA,"Rye, spring",38.0,770.0,71000.0,227900.0,92200.0,2702,0.0293058568329718,0.03805633802816901
1944,CA,Soybeans,74.0,1270.0,18400.0,36200.0,14500.0,1362,0.09393103448275862,0.07402173913043478
1944,CA,Sugar beets,1.22,4326.875,513700.0,55021.0,22400.0,6283,0.28049107142857144,0.012230874051002531
1944,CA,Sunflower seed,0.0,555.0,3900.0,17300.0,7000.0,0,0.0,0.0
1944,CA,Tame hay,1.4,3520.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1944,CA,"Wheat, all",46.0,1230.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1944,MA,Barley,35.0,1390.0,1091000.0,1442000.0,590725.0,38076,0.06445638833636633,0.034900091659028416
1944,MA,Buckwheat,48.0,835.0,1250.0,3800.0,1500.0,60,0.04,0.048
1944,MA,Canola (rapeseed),0.0,790.0,1900.0,6000.0,2400.0,0,0.0,0.0
1944,MA,Corn for grain,37.0,1390.0,16800.0,30000.0,12100.0,627,0.05181818181818182,0.037321428571428575
1944,MA,Corn for silage,0.66,4326.875,61000.0,16700.0,6800.0,402,0.05911764705882353,0.0065901639344262295
1944,MA,Flaxseed,100.0,665.0,39900.0,148000.0,60000.0,3985,0.06641666666666667,0.09987468671679198
1944,MA,Mixed grains,32.0,1405.0,8300.0,14700.0,5900.0,265,0.044915254237288135,0.031927710843373494
1944,MA,Oats,34.0,1440.0,862000.0,1442000.0,590725.0,29627,0.050153624783105505,0.034370069605568446
1944,MA,"Peas, dry",77.0,1085.0,3150.0,7200.0,2900.0,242,0.08344827586206896,0.07682539682539682
1944,MA,"Rye, all",38.0,880.0,16000.0,44500.0,18200.0,600,0.03296703296703297,0.0375
1944,MA,"Rye, spring",39.0,950.0,4000.0,10500.0,4200.0,156,0.037142857142857144,0.039
1944,MA,Sugar beets,1.04,4326.875,73400.0,9048.0,3700.0,766,0.20702702702702702,0.010435967302452316
1944,MA,Sunflower seed,0.0,565.0,2600.0,11300.0,4600.0,0,0.0,0.0
1944,MA,Tame hay,0.81,4320.0,605000.0,353000.0,140000.0,4921,0.03515,0.008133884297520662
1944,MA,"Wheat, all",46.0,1470.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1944,MP,Barley,43.0,1620.0,20600.0,31300.0,12700.0,877,0.06905511811023622,0.04257281553398058
1944,MP,Mixed grains,30.0,1760.0,35950.0,50600.0,20450.0,1070,0.05232273838630807,0.02976356050069541
1944,MP,Oats,42.0,1355.0,209050.0,380600.0,154000.0,8681,0.05637012987012987,0.04152595072949055
1944,MP,Tame hay,1.65,3430.0,1357550.0,1262000.0,510000.0,28793,0.05645686274509804,0.02120953187727892
1944,MP,"Wheat, all",42.0,1395.0,4050.0,7200.0,2900.0,170,0.05862068965517241,0.04197530864197531
1944,NB,Barley,45.0,1670.0,9950.0,14700.0,5950.0,447,0.07512605042016807,0.04492462311557789
1944,NB,Buckwheat,46.0,1350.0,8250.0,15100.0,6100.0,378,0.061967213114754095,0.04581818181818182
1944,NB,Mixed grains,30.0,1760.0,2200.0,3100.0,1250.0,67,0.0536,0.030454545454545453
1944,NB,Oats,43.0,1260.0,99250.0,195000.0,78900.0,4311,0.05463878326996198,0.043435768261964734
1944,NB,Tame hay,1.73,3140.0,757000.0,596000.0,241000.0,13110,0.05439834024896265,0.017318361955085865
1944,NB,"Wheat, all",45.0,1305.0,1500.0,2800.0,1150.0,68,0.059130434782608696,0.04533333333333334
1944,NS,Barley,42.0,1555.0,5050.0,8000.0,3250.0,213,0.06553846153846153,0.04217821782178218
1944,NS,Mixed grains,42.0,1675.0,3350.0,5000.0,2000.0,140,0.07,0.041791044776119404
1944,NS,Oats,45.0,1485.0,40050.0,66600.0,26950.0,1792,0.0664935064935065,0.044744069912609236
1944,NS,Tame hay,1.7,3370.0,590000.0,433000.0,175000.0,10030,0.05731428571428571,0.017
1944,NS,"Wheat, all",41.0,1365.0,750.0,1400.0,550.0,31,0.056363636363636366,0.04133333333333333
1944,ON,Barley,32.0,1820.0,230300.0,313000.0,126700.0,7405,0.058445146014206785,0.03215371254884933
1944,ON,"Beans, all dry (white and coloured)",92.0,940.0,31400.0,82500.0,33400.0,2888,0.08646706586826347,0.09197452229299363
1944,ON,Buckwheat,36.0,1270.0,67800.0,132000.0,53400.0,2430,0.04550561797752809,0.03584070796460177
1944,ON,Corn for grain,39.0,2870.0,287000.0,246000.0,100000.0,11203,0.11203,0.03903484320557491
1944,ON,Corn for silage,0.39,4326.875,1357550.0,301000.0,122000.0,10640,0.08721311475409836,0.007837648705388384
1944,ON,Flaxseed,94.0,635.0,6050.0,23600.0,9550.0,571,0.05979057591623037,0.0943801652892562
1944,ON,Mixed grains,28.0,2090.0,801100.0,948000.0,383600.0,22371,0.058318561001042754,0.027925352640119836
1944,ON,Oats,36.0,1480.0,985700.0,1442000.0,590725.0,35152,0.05950653857547929,0.03566196611545095
1944,ON,"Peas, dry",101.0,1125.0,5750.0,12600.0,5100.0,583,0.11431372549019608,0.10139130434782609
1944,ON,"Rye, all",36.0,1200.0,30900.0,63700.0,25800.0,1107,0.042906976744186046,0.0358252427184466
1944,ON,Soybeans,74.0,1270.0,18400.0,35800.0,14500.0,1354,0.09337931034482759,0.07358695652173913
1944,ON,Sugar beets,1.37,4326.875,119100.0,14473.0,5900.0,1634,0.2769491525423729,0.013719563392107472
1944,ON,Tame hay,1.17,3870.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1944,ON,"Wheat, all",41.0,2065.0,549000.0,656200.0,265800.0,22386,0.08422121896162528,0.04077595628415301
1944,ON,"Wheat, spring",41.0,1375.0,19000.0,34200.0,13800.0,775,0.05615942028985507,0.04078947368421053
1944,PP,Barley,35.0,1420.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1944,PP,Canola (rapeseed),0.0,650.0,2800.0,10800.0,4300.0,0,0.0,0.0
1944,PP,Corn for silage,0.64,4326.875,87000.0,24800.0,10000.0,558,0.0558,0.006413793103448276
1944,PP,Flaxseed,99.0,455.0,219000.0,1191000.0,482000.0,21741,0.04510580912863071,0.09927397260273972
1944,PP,Mixed grains,28.0,1635.0,43800.0,66200.0,26800.0,1240,0.04626865671641791,0.028310502283105023
1944,PP,Oats,34.0,1375.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1944,PP,"Peas, dry",82.0,875.0,11700.0,33200.0,13400.0,962,0.0717910447761194,0.08222222222222222
1944,PP,"Rye, all",38.0,780.0,183000.0,581000.0,235200.0,6946,0.029532312925170067,0.03795628415300546
1944,PP,Sugar beets,1.17,4326.875,379800.0,37848.0,15400.0,4454,0.2892207792207792,0.01172722485518694
1944,PP,Tame hay,0.96,3790.0,1357550.0,1442000.0,590725.0,25118,0.04252063142748318,0.018502449265220433
1944,PP,"Wheat, all",46.0,1205.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1944,PEI,Barley,39.0,1600.0,5600.0,8600.0,3500.0,217,0.062,0.03875
1944,PEI,Mixed grains,28.0,1765.0,30400.0,42500.0,17200.0,863,0.05017441860465116,0.02838815789473684
1944,PEI,Oats,37.0,1450.0,69750.0,119000.0,48150.0,2578,0.05354101765316718,0.03696057347670251
1944,PEI,Tame hay,1.41,4280.0,402000.0,233000.0,94000.0,5653,0.06013829787234042,0.014062189054726369
1944,PEI,"Wheat, all",39.0,1500.0,1800.0,3000.0,1200.0,71,0.059166666666666666,0.03944444444444444
1944,QU,Barley,38.0,1275.0,54700.0,106000.0,42900.0,2085,0.0486013986013986,0.038117001828153564
1944,QU,"Beans, all dry (white and coloured)",119.0,1070.0,1500.0,3400.0,1400.0,179,0.12785714285714286,0.11933333333333333
1944,QU,Buckwheat,41.0,975.0,25450.0,64600.0,26100.0,1052,0.040306513409961685,0.04133595284872298
1944,QU,Corn for silage,0.58,4326.875,557000.0,68400.0,27700.0,3236,0.11682310469314079,0.005809694793536805
1944,QU,Mixed grains,37.0,1385.0,116200.0,207000.0,83800.0,4270,0.05095465393794749,0.03674698795180723
1944,QU,Oats,42.0,1005.0,639200.0,1442000.0,590725.0,26527,0.04490583604892293,0.041500312891113895
1944,QU,"Peas, dry",116.0,1010.0,4450.0,10900.0,4400.0,518,0.11772727272727272,0.11640449438202247
1944,QU,"Rye, all",37.0,1000.0,1500.0,3600.0,1500.0,56,0.037333333333333336,0.037333333333333336
1944,QU,Sugar beets,1.32,4326.875,14800.0,2700.0,1100.0,195,0.17727272727272728,0.013175675675675676
1944,QU,Tame hay,1.72,3050.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1944,QU,"Wheat, all",40.0,1270.0,8500.0,16600.0,6700.0,343,0.05119402985074627,0.04035294117647059
1944,SK,Barley,34.0,1435.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1944,SK,Canola (rapeseed),0.0,475.0,900.0,4800.0,1900.0,0,0.0,0.0
1944,SK,Corn for silage,0.61,654.0,17000.0,6500.0,2600.0,104,0.04,0.00611764705882353
1944,SK,Flaxseed,99.0,425.0,153700.0,890000.0,360000.0,15246,0.04235,0.0991932335718933
1944,SK,Mixed grains,29.0,1980.0,9700.0,12000.0,4900.0,280,0.05714285714285714,0.0288659793814433
1944,SK,Oats,34.0,1345.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1944,SK,"Peas, dry",73.0,1030.0,1650.0,4000.0,1600.0,120,0.075,0.07272727272727272
1944,SK,"Rye, all",38.0,760.0,122300.0,398000.0,161000.0,4608,0.02862111801242236,0.0376778413736713
1944,SK,"Rye, spring",38.0,820.0,53300.0,161000.0,65000.0,2016,0.031015384615384615,0.03782363977485929
1944,SK,Sunflower seed,0.0,540.0,1300.0,6000.0,2400.0,0,0.0,0.0
1944,SK,Tame hay,0.91,3760.0,751000.0,486000.0,200000.0,6856,0.03428,0.009129161118508654
1944,SK,"Wheat, all",46.0,1235.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1945,AB,Barley,29.0,975.0,771000.0,1442000.0,590725.0,22656,0.03835287147149689,0.0293852140077821
1945,AB,Corn for silage,0.56,4326.875,5000.0,1100.0,400.0,28,0.07,0.0056
1945,AB,Flaxseed,98.0,390.0,15500.0,98000.0,40000.0,1519,0.037975,0.098
1945,AB,Mixed grains,31.0,1110.0,17000.0,37900.0,15300.0,525,0.03431372549019608,0.030882352941176472
1945,AB,Oats,32.0,870.0,1095000.0,1442000.0,590725.0,34790,0.058893732278132806,0.031771689497716894
1945,AB,"Peas, dry",94.0,670.0,6700.0,24700.0,10000.0,630,0.063,0.09402985074626866
1945,AB,"Rye, all",63.0,710.0,39800.0,136500.0,56000.0,2514,0.044892857142857144,0.06316582914572864
1945,AB,"Rye, spring",64.0,400.0,8800.0,53500.0,22000.0,564,0.025636363636363638,0.06409090909090909
1945,AB,Sugar beets,1.17,4326.875,329000.0,30344.0,12300.0,3833,0.3116260162601626,0.011650455927051672
1945,AB,Tame hay,1.35,3090.0,1080000.0,861000.0,350000.0,14527,0.041505714285714285,0.013450925925925925
1945,AB,"Wheat, all",60.0,865.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1945,BC,Barley,34.0,1700.0,13100.0,19000.0,7700.0,445,0.05779220779220779,0.03396946564885496
1945,BC,Corn for silage,0.71,4326.875,43000.0,4500.0,1800.0,306,0.17,0.0071162790697674415
1945,BC,Flaxseed,112.0,815.0,650.0,2000.0,800.0,73,0.09125,0.1123076923076923
1945,BC,Mixed grains,33.0,1800.0,1350.0,1800.0,750.0,45,0.06,0.03333333333333333
1945,BC,Oats,34.0,1720.0,63300.0,91000.0,36800.0,2134,0.057989130434782606,0.03371248025276461
1945,BC,"Peas, dry",87.0,1305.0,3650.0,6900.0,2800.0,317,0.11321428571428571,0.08684931506849315
1945,BC,"Rye, all",48.0,1500.0,600.0,1100.0,400.0,29,0.0725,0.04833333333333333
1945,BC,Tame hay,2.11,4326.875,638000.0,309000.0,125000.0,13467,0.107736,0.021108150470219435
1945,BC,"Wheat, all",61.0,1615.0,69200.0,106000.0,42900.0,4223,0.09843822843822844,0.06102601156069364
1945,CA,Barley,31.0,1155.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1945,CA,"Beans, all dry (white and coloured)",93.0,880.0,29850.0,84000.0,34000.0,2788,0.082,0.0934003350083752
1945,CA,Buckwheat,39.0,1080.0,93800.0,214900.0,87000.0,3680,0.042298850574712644,0.039232409381663114
1945,CA,Canola (rapeseed),0.0,760.0,3800.0,12500.0,5000.0,0,0.0,0.0
1945,CA,Corn for grain,41.0,2755.0,269800.0,243000.0,98000.0,11054,0.11279591836734694,0.04097108969607116
1945,CA,Corn for silage,0.45,4326.875,1357550.0,406700.0,164700.0,12523,0.07603521554341226,0.009224706272328827
1945,CA,Flaxseed,98.0,445.0,158200.0,873200.0,354200.0,15575,0.04397233201581028,0.09845132743362832
1945,CA,Mixed grains,31.0,1685.0,824500.0,1208000.0,488800.0,25890,0.05296644844517185,0.03140084899939357
1945,CA,Oats,35.0,1015.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1945,CA,"Peas, dry",101.0,1040.0,36250.0,86000.0,34850.0,3655,0.1048780487804878,0.10082758620689655
1945,CA,"Rye, all",58.0,745.0,148900.0,491900.0,200200.0,8689,0.0434015984015984,0.058354600402955
1945,CA,"Rye, spring",64.0,630.0,43900.0,171500.0,69800.0,2819,0.04038681948424069,0.06421412300683371
1945,CA,Soybeans,70.0,1230.0,22900.0,46200.0,18600.0,1604,0.08623655913978495,0.07004366812227074
1945,CA,Sugar beets,1.17,4326.875,561300.0,59283.0,24100.0,6567,0.2724896265560166,0.011699625868519508
1945,CA,Sunflower seed,0.0,380.0,1400.0,9200.0,3700.0,0,0.0,0.0
1945,CA,Tame hay,1.34,4020.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1945,CA,"Wheat, all",59.0,915.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1945,MA,Barley,31.0,1320.0,1069000.0,1442000.0,590725.0,33388,0.056520377502221844,0.031232927970065483
1945,MA,Buckwheat,51.0,715.0,1500.0,5300.0,2100.0,77,0.03666666666666667,0.051333333333333335
1945,MA,Canola (rapeseed),0.0,440.0,700.0,4000.0,1600.0,0,0.0,0.0
1945,MA,Corn for grain,39.0,950.0,3800.0,10000.0,4000.0,150,0.0375,0.039473684210526314
1945,MA,Corn for silage,0.7,4326.875,39000.0,21700.0,8800.0,272,0.03090909090909091,0.0069743589743589745
1945,MA,Flaxseed,99.0,680.0,54900.0,200000.0,81000.0,5422,0.06693827160493827,0.09876138433515483
1945,MA,Mixed grains,29.0,1260.0,8300.0,16300.0,6600.0,237,0.03590909090909091,0.02855421686746988
1945,MA,Oats,33.0,1225.0,791000.0,1442000.0,590725.0,26163,0.04428964408142537,0.033075853350189637
1945,MA,"Peas, dry",92.0,1400.0,8550.0,15000.0,6100.0,784,0.12852459016393442,0.09169590643274854
1945,MA,"Rye, all",65.0,870.0,9400.0,26000.0,10800.0,614,0.056851851851851855,0.06531914893617022
1945,MA,"Rye, spring",65.0,855.0,2400.0,7000.0,2800.0,156,0.055714285714285716,0.065
1945,MA,Sugar beets,0.94,4326.875,74500.0,9827.0,4000.0,702,0.1755,0.009422818791946308
1945,MA,Sunflower seed,0.0,355.0,1200.0,8500.0,3400.0,0,0.0,0.0
1945,MA,Tame hay,0.89,4326.875,578000.0,333000.0,130000.0,5153,0.03963846153846154,0.00891522491349481
1945,MA,"Wheat, all",61.0,1295.0,1056000.0,1442000.0,590725.0,48299,0.08176224131364002,0.04573768939393939
1945,MP,Barley,43.0,1435.0,15950.0,27400.0,11100.0,692,0.062342342342342344,0.043385579937304075
1945,MP,Mixed grains,31.0,1845.0,37350.0,50000.0,20250.0,1162,0.057382716049382713,0.03111111111111111
1945,MP,Oats,43.0,1250.0,188700.0,372800.0,150900.0,8118,0.05379721669980119,0.04302066772655008
1945,MP,Tame hay,1.53,3810.0,1357550.0,1242000.0,502000.0,29233,0.05823306772908367,0.021533645169607013
1945,MP,"Wheat, all",43.0,1205.0,2650.0,5400.0,2200.0,113,0.05136363636363636,0.04264150943396226
1945,NB,Barley,46.0,1500.0,7500.0,12300.0,5000.0,344,0.0688,0.04586666666666667
1945,NB,Buckwheat,50.0,1180.0,5300.0,11100.0,4500.0,264,0.058666666666666666,0.04981132075471698
1945,NB,Mixed grains,34.0,1600.0,2000.0,3100.0,1250.0,68,0.0544,0.034
1945,NB,Oats,44.0,1220.0,95250.0,193000.0,78100.0,4200,0.05377720870678617,0.04409448818897638
1945,NB,Tame hay,1.61,3590.0,840000.0,579000.0,234000.0,13501,0.0576965811965812,0.016072619047619047
1945,NB,"Wheat, all",47.0,1110.0,1000.0,2200.0,900.0,47,0.052222222222222225,0.047
1945,NS,Barley,44.0,1190.0,3450.0,7200.0,2900.0,153,0.05275862068965517,0.04434782608695652
1945,NS,Mixed grains,40.0,1305.0,2350.0,4400.0,1800.0,93,0.051666666666666666,0.03957446808510638
1945,NS,Oats,47.0,1065.0,28400.0,65800.0,26650.0,1345,0.05046904315196998,0.047359154929577464
1945,NS,Tame hay,1.61,4040.0,707000.0,433000.0,175000.0,11358,0.06490285714285714,0.016065063649222066
1945,NS,"Wheat, all",42.0,1110.0,500.0,1100.0,450.0,21,0.04666666666666667,0.042
1945,ON,Barley,34.0,1655.0,191100.0,285000.0,115300.0,6408,0.05557675628794449,0.033532182103610676
1945,ON,"Beans, all dry (white and coloured)",92.0,875.0,28800.0,81500.0,33000.0,2650,0.0803030303030303,0.0920138888888889
1945,ON,Buckwheat,36.0,1070.0,60650.0,140000.0,56700.0,2201,0.03881834215167548,0.036290189612530915
1945,ON,Corn for grain,41.0,2830.0,266000.0,233000.0,94000.0,10904,0.116,0.04099248120300752
1945,ON,Corn for silage,0.39,4326.875,1357550.0,301000.0,122000.0,8113,0.0665,0.005976207137858643
1945,ON,Flaxseed,90.0,620.0,5850.0,23200.0,9400.0,529,0.05627659574468085,0.09042735042735042
1945,ON,Mixed grains,30.0,1790.0,653600.0,902000.0,365000.0,19853,0.054391780821917805,0.03037484700122399
1945,ON,Oats,38.0,1350.0,776900.0,1423000.0,575900.0,29217,0.050732766105226604,0.037607156648217274
1945,ON,"Peas, dry",110.0,1025.0,9000.0,21800.0,8800.0,993,0.11284090909090909,0.11033333333333334
1945,ON,"Rye, all",39.0,1165.0,31100.0,66100.0,26700.0,1211,0.04535580524344569,0.03893890675241157
1945,ON,Soybeans,70.0,1230.0,22900.0,46000.0,18600.0,1600,0.08602150537634409,0.06986899563318777
1945,ON,Sugar beets,1.29,4326.875,148900.0,17687.0,7200.0,1914,0.2658333333333333,0.012854264607118871
1945,ON,Tame hay,1.24,4326.875,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1945,ON,"Wheat, all",41.0,1975.0,513800.0,644000.0,260400.0,21287,0.08174731182795698,0.04143051771117166
1945,ON,"Wheat, spring",40.0,1330.0,17800.0,33000.0,13400.0,712,0.05313432835820896,0.04
1945,PP,Barley,30.0,1130.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1945,PP,Canola (rapeseed),0.0,760.0,3800.0,12500.0,5000.0,0,0.0,0.0
1945,PP,Corn for silage,0.67,4326.875,59000.0,28000.0,11300.0,396,0.035044247787610616,0.006711864406779661
1945,PP,Flaxseed,99.0,440.0,151700.0,848000.0,344000.0,14973,0.043526162790697674,0.09870138431114041
1945,PP,Mixed grains,31.0,1135.0,29400.0,64200.0,25900.0,903,0.03486486486486486,0.030714285714285715
1945,PP,Oats,32.0,970.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1945,PP,"Peas, dry",96.0,1040.0,20400.0,48300.0,19600.0,1949,0.09943877551020408,0.0955392156862745
1945,PP,"Rye, all",64.0,675.0,115900.0,421500.0,171800.0,7398,0.043061699650756693,0.06383088869715271
1945,PP,Sugar beets,1.12,4326.875,403500.0,40171.0,16300.0,4535,0.2782208588957055,0.011239157372986369
1945,PP,Tame hay,1.17,3430.0,1357550.0,1442000.0,590725.0,26874,0.04549324982013627,0.01979595595005709
1945,PP,"Wheat, all",60.0,885.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1945,PEI,Barley,39.0,1565.0,5000.0,7900.0,3200.0,195,0.0609375,0.039
1945,PEI,Mixed grains,30.0,1920.0,33000.0,42500.0,17200.0,1001,0.05819767441860465,0.030333333333333334
1945,PEI,Oats,40.0,1410.0,65050.0,114000.0,46150.0,2573,0.05575297941495125,0.039554189085318985
1945,PEI,Tame hay,1.2,3920.0,365000.0,230000.0,93000.0,4374,0.04703225806451613,0.011983561643835617
1945,PEI,"Wheat, all",39.0,1355.0,1150.0,2100.0,850.0,45,0.052941176470588235,0.0391304347826087
1945,QU,Barley,40.0,1155.0,45300.0,96800.0,39200.0,1810,0.0461734693877551,0.03995584988962472
1945,QU,"Beans, all dry (white and coloured)",131.0,1050.0,1050.0,2500.0,1000.0,138,0.138,0.13142857142857142
1945,QU,Buckwheat,43.0,1110.0,26350.0,58500.0,23700.0,1138,0.0480168776371308,0.04318785578747628
1945,QU,Corn for silage,0.64,4326.875,576000.0,73200.0,29600.0,3708,0.12527027027027027,0.0064375
1945,QU,Mixed grains,38.0,1335.0,102800.0,190000.0,76900.0,3927,0.05106631989596879,0.038200389105058366
1945,QU,Oats,43.0,875.0,543200.0,1442000.0,590725.0,23245,0.039349951330991575,0.042792709867452136
1945,QU,"Peas, dry",124.0,875.0,3200.0,9000.0,3650.0,396,0.10849315068493151,0.12375
1945,QU,"Rye, all",39.0,1000.0,1300.0,3200.0,1300.0,51,0.03923076923076923,0.03923076923076923
1945,QU,Sugar beets,1.33,4326.875,8900.0,1425.0,600.0,118,0.19666666666666666,0.013258426966292135
1945,QU,Tame hay,1.39,3610.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1945,QU,"Wheat, all",42.0,1135.0,5900.0,12800.0,5200.0,249,0.04788461538461539,0.042203389830508475
1945,SK,Barley,30.0,1095.0,1134000.0,1442000.0,590725.0,33865,0.057327859833255744,0.02986331569664903
1945,SK,Canola (rapeseed),0.0,910.0,3100.0,8500.0,3400.0,0,0.0,0.0
1945,SK,Corn for silage,0.64,714.0,15000.0,5200.0,2100.0,96,0.045714285714285714,0.0064
1945,SK,Flaxseed,99.0,365.0,81300.0,550000.0,223000.0,8032,0.03601793721973094,0.09879458794587946
1945,SK,Mixed grains,34.0,1025.0,4100.0,10000.0,4000.0,141,0.03525,0.03439024390243903
1945,SK,Oats,32.0,955.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1945,SK,"Peas, dry",104.0,1470.0,5150.0,8600.0,3500.0,535,0.15285714285714286,0.10388349514563107
1945,SK,"Rye, all",64.0,635.0,66700.0,259000.0,105000.0,4270,0.04066666666666666,0.06401799100449775
1945,SK,"Rye, spring",64.0,725.0,32700.0,111000.0,45000.0,2099,0.04664444444444445,0.06418960244648318
1945,SK,Sunflower seed,0.0,665.0,200.0,700.0,300.0,0,0.0,0.0
1945,SK,Tame hay,1.13,3360.0,638000.0,460000.0,190000.0,7194,0.03786315789473684,0.011275862068965517
1945,SK,"Wheat, all",60.0,830.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1946,AB,Barley,34.0,1445.0,1045000.0,1442000.0,590725.0,36000,0.06094206271953955,0.03444976076555024
1946,AB,Corn for silage,0.6,4326.875,3000.0,700.0,300.0,18,0.06,0.006
1946,AB,Flaxseed,117.0,540.0,17300.0,80000.0,32000.0,2026,0.0633125,0.11710982658959537
1946,AB,Mixed grains,31.0,1455.0,15000.0,25400.0,10300.0,464,0.04504854368932039,0.030933333333333334
1946,AB,Oats,35.0,1340.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1946,AB,"Peas, dry",110.0,1110.0,8550.0,19000.0,7700.0,942,0.12233766233766234,0.11017543859649123
1946,AB,"Rye, all",93.0,855.0,74300.0,215000.0,87000.0,6885,0.07913793103448276,0.09266487213997308
1946,AB,"Rye, spring",92.0,640.0,15300.0,59000.0,24000.0,1409,0.058708333333333335,0.09209150326797386
1946,AB,Sugar beets,1.34,4326.875,351300.0,29564.0,12000.0,4713,0.39275,0.013415883859948761
1946,AB,Tame hay,1.29,3910.0,1357550.0,873000.0,350000.0,17603,0.050294285714285715,0.012966741556480425
1946,AB,"Wheat, all",58.0,1225.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1946,BC,Barley,39.0,2045.0,14100.0,17000.0,6900.0,552,0.08,0.03914893617021276
